,Department,Project_Name,Scope_Of_Work,PM_Department,Project_Status,Neighborhood,Authorization_Existing,Authorization_FY,Authorization_Future, Grant_Existing , Grant_FY , Grant_Future ,GO_Expended,Capital_Year_0, CapitalYear_1 ,Capital_Year_25,Grant_Expended,Grant_Year_0, Grant_Year_1 ,GrantYear_25,External_Funds,Total_Project_Budget
370,7,Fire Equipment FY25-28,purchase new fire apparatus for fy25fy28 as scheduled in the apparatus replacement plan,Boston Fire Department,To Be Scheduled,Citywide,0,4777500,5015000,0,0,0,0,0,0,9792500,0,0,0,0,0,9792500.0
371,7,Fire Boat (Replace Norman Knight),purchase a new harbor patrol boat to replace the departments boat named the norman knight,Boston Fire Department,New Project,Citywide,0,900000,0,0,0,0,0,0,100000,800000,0,0,0,0,0,900000.0
372,7,Engine 17 Phase 2,design and construction of fueling station additional parking landscaping improvements and demolition of the existing engine 17 fire station,Public Facilities Department,New Project,Dorchester,0,5000000,0,0,0,0,0,0,200000,4800000,0,0,0,0,0,5000000.0
373,2,Central Library: McKim Master Plan,initial design and study of implementation of the mckim master plan,Public Facilities Department,New Project,Back Bay,0,1000000,0,0,0,0,0,0,100000,900000,0,0,0,0,0,1000000.0
374,4,311 Modernization,upgrade the front and back ends of the bos311 system to modernize the software architecture for improved security and provide usability and access improvements,Department of Innovation and Technology,New Project,Citywide,0,6000000,0,0,0,0,0,0,1000000,5000000,0,0,0,0,0,6000000.0
375,4,Unified Constituent Identity and Access Management,begin work on creating a unified identity and access management system for constituents of boston to improve security and access of online boston municipal services,Department of Innovation and Technology,New Project,Citywide,0,1000000,0,0,0,0,0,0,500000,500000,0,0,0,0,0,1000000.0
376,8,BHA Retrofit,conduct energy efficiency retrofits at various bha sites across boston by electrifying hvac systems and replacing natural gas stoves appliances and electrifying other energy systems,Boston Housing Authority,New Project,Multiple Neighborhoods,0,25000000,0,0,25000000,0,0,0,5000000,20000000,0,0,5000000,20000000,0,50000000.0
377,12,Moon Island Gun Range,renovate the outdoor rifle range training facility on moon island including improved drainage,Boston Police Department,New Project,Citywide,0,4000000,0,0,0,0,0,0,200000,3800000,0,0,0,0,0,4000000.0
378,12,911 Battery/UPS/PDU Backup,replace e911 batteryupspdu backup system,Boston Police Department,New Project,Citywide,0,2075000,0,0,0,0,0,0,100000,1975000,0,0,0,0,0,2075000.0
379,14,Franklin Park Ambulance Station,study for new boston ems station within franklin park,Public Facilities Department,New Project,Roxbury,0,200000,0,0,0,0,0,0,75000,125000,0,0,0,0,0,200000.0
380,13,Animal Shelter HVAC - 26 Mahler Road,design and implement hvac and building repairs to the boston animal shelter facility,Public Facilities Department,New Project,Roslindale,0,0,0,0,1000000,0,0,0,0,0,0,0,100000,900000,0,1000000.0
381,13,Old State House,design accessibility improvements as part of a larger renovation at the old state house building,Property Management Department,New Project,Downtown/Government Center,0,0,0,0,500000,0,0,0,0,0,0,0,200000,300000,0,500000.0
382,13,Facilities Condition Assessment,conduct a citywide assessment of municipal facilities including bycf centers police and fire stations office spaces and other city buildings,Public Facilities Department,Study Underway,Citywide,5000000,0,0,0,0,0,0,0,2500000,2500000,0,0,0,0,0,5000000.0
383,11,Quincy Street Play Area,renovation to an active recreation park including full basketball court café tables and four exercise stations,Parks and Recreation Department,New Project,Roxbury,0,1030000,0,0,0,0,0,0,50000,980000,0,0,0,0,0,1030000.0
384,11,St. James Street Park,renovation to a small park and playground,Parks and Recreation Department,New Project,Roxbury,0,1250000,0,0,0,0,0,0,50000,1200000,0,0,0,0,0,1250000.0
385,11,Rogers Park Phase 1,phase 1 improvements of rogers park master plan including renovations to the baseball and softball fields perimeter fence new led sports lighting and a perimeter walking pathway with improved park entrances,Parks and Recreation Department,New Project,Allston/Brighton,0,300000,0,0,0,0,0,0,25000,275000,0,0,0,0,0,300000.0
386,11,Boston Common Shaw Accessibility,create ada accessible and general pedestrianized improvements at the shaw memorial on the boston common,Parks and Recreation Department,New Project,Beacon Hill,0,0,0,450000,0,0,0,0,0,0,0,0,75000,375000,0,450000.0
387,11,Franklin Park Elma Lewis Feasibility Study,feasibility study to develop the needs of the elma lewis playhouse,Parks and Recreation Department,New Project,Roxbury,0,0,0,250000,0,0,0,0,0,0,0,0,75000,175000,0,250000.0
388,11,Tebroc Street Play Area,renovate playground including new play equipment surfacing seating improve drainage and infiltrate stormwater and protect and expand tree canopy,Parks and Recreation Department,New Project,Dorchester,0,1000000,0,0,0,0,0,0,50000,950000,0,0,0,0,0,1000000.0
389,11,Condor Street Urban Wild,improve water quality and aquatic wildlife habitat in the immediate area of chelsea creek structural safety improvements to a shoreline viewing pier improve surfacing of concrete walking paths and create new path connections to improve summit access,Parks and Recreation Department,New Project,East Boston,0,760000,0,0,0,0,0,0,50000,710000,0,0,0,0,0,760000.0
390,11,Jefferson Playground,ball field improvements renovate playground resurface basketball court seating and drainage improvements convert ball field lighting to led for energy efficiency,Parks and Recreation Department,New Project,Jamaica Plain,0,350000,0,0,0,0,0,0,25000,325000,0,0,0,0,0,350000.0
391,11,Fidelis Way,renovate park including playground safety surfacing water play paving entrances and pathways and minor repairs to basketball courts,Parks and Recreation Department,New Project,Allston/Brighton,0,300000,0,0,0,0,0,0,25000,275000,0,0,0,0,0,300000.0
392,11,Webster Ave Playground,improvements to playground include upgrades to accessibility preserving and protecting trees infiltrating storm water where feasible,Parks and Recreation Department,New Project,North End,0,470000,0,0,0,0,0,0,50000,420000,0,0,0,0,0,470000.0
393,11,Ronan Park,renovate park including full upper terrace playground safety surfacing water play paying entrances and basketball courts,Parks and Recreation Department,New Project,Dorchester,0,300000,0,0,0,0,0,0,25000,275000,0,0,0,0,0,300000.0
394,11,Barry Playground,upgrade field and sports lighting install new drinking fountains accessibility improvements renovate seawall and elevate the harborwalk,Parks and Recreation Department,New Project,Charlestown,0,400000,0,0,0,0,0,0,50000,350000,0,0,0,0,0,400000.0
395,3,Door Alarms Upgrades at Various Schools,general security and safety upgrades to the door alarms at various schools across the city,Boston Public Schools,New Project,Citywide,0,2100000,0,0,0,0,0,0,1250000,850000,0,0,0,0,0,2100000.0
396,3,Elevator Upgrades at Various Schools,general elevator improvements and upgrades at various schools across the district including size speed and safety,Boston Public Schools,New Project,Citywide,0,6000000,0,0,0,0,0,0,1500000,4500000,0,0,0,0,0,6000000.0
397,3,Building Envelope Repairs at Various Schools,general envelope repairs at schools across the district to improve energy efficiency and keep the structure in a state of good repair,Public Facilities Department,New Project,Citywide,0,6000000,0,0,0,0,0,0,750000,5250000,0,0,0,0,0,6000000.0
398,3,Flooring Repairs at Various Schools,general flooring repairs in rooms and schools across the city,Boston Public Schools,New Project,Citywide,0,2000000,0,0,0,0,0,0,2000000,0,0,0,0,0,0,2000000.0
399,3,Gym Renovations at Various Schools,general gym renovations and repairs at various schools,Boston Public Schools,New Project,Citywide,0,2000000,0,0,0,0,0,0,1000000,1000000,0,0,0,0,0,2000000.0
400,3,Pool Upgrades and Repairs at Various Schools,general pool upgrades and repairs at various schools to keep the assets in a state of good repair,Boston Public Schools,New Project,Citywide,0,2000000,0,0,0,0,0,0,700000,1300000,0,0,0,0,0,2000000.0
401,3,O'Donnell School Yard Improvements,improvements to the playground and school yard,Boston Public Schools,In Design,East Boston,700000,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,700000.0
402,3,Green New Deal for BPS Project Reserve,reserve for anticipated design and construction costs for green new deal for bps,Public Facilities Department,New Project,Citywide,0,30500000,0,0,0,0,0,0,0,30500000,0,0,0,0,0,30500000.0
403,3,King K-8 School Renovation,study and design of the king k8 school to result in major renovations and improvements,Public Facilities Department,New Project,Dorchester,0,5000000,0,0,0,0,0,0,125000,4875000,0,0,0,0,0,5000000.0
404,3,BCLA / McCormack School Phase 2 Renovation,major renovations to the bcla  mccormack school building to support the 712 grade configuration,Public Facilities Department,New Project,Dorchester,0,12000000,0,0,60000,0,0,0,2500000,9500000,0,0,60000,0,0,12060000.0
405,3,Property Acquisition for Schools,identify and acquire property throughout the city that could be used for the building of new schools,Public Facilities Department,New Project,Citywide,0,4000000,0,0,0,0,0,0,1000000,3000000,0,0,0,0,0,4000000.0
406,3,Shaw School and Taylor School Study and Design,study and design for a consolidated school combining the shaw and taylor schools if selected the project may be implemented in conjunction with the msba school building construction program,Public Facilities Department,New Project,Mattapan,0,0,50000000,0,0,0,0,0,0,50000000,0,0,0,0,0,50000000.0
407,15,Bussey Street Reconstruction Phase I,phase i of a reconstruction of bussey street in the arboretum which will improve sidewalk conditions add lighting to the street and explore adding active transportation infrastructure,Public Works Department,New Project,Multiple Neighborhoods,0,250000,0,0,0,0,0,0,150000,100000,0,0,0,0,0,250000.0
408,15,Green Infrastructure Existing Conditions Assessments,design engineering and construction work to implement green infrastructure solutions in targetable locations,Public Works Department,New Project,Citywide,0,750000,0,0,0,0,0,0,375000,375000,0,0,0,0,0,750000.0
409,15,Moon Island Causeway,engineering and construction work to ensure the causeway to moon island remains in a state of good repair,Public Works Department,New Project,Harbor Islands,0,2000000,0,0,0,0,0,0,250000,1750000,0,0,0,0,0,2000000.0
410,15,Walworth Street Bridge,engineering and construction work to ensure the walworth street bridge remains in a state of good repair,Public Works Department,New Project,Roslindale,0,0,0,0,3500000,0,0,0,0,0,0,0,200000,3300000,0,3500000.0
411,15,Austin Street Bridge,engineering and construction work to ensure the austin street bridge remains in a state of good repair,Public Works Department,New Project,Charlestown,5000000,0,0,0,0,0,0,0,300000,4700000,0,0,0,0,0,5000000.0
412,15,Blakemore Street Bridge,engineering and construction work to ensure the blakemore street bridge remains in a state of good repair,Public Works Department,New Project,Roslindale,0,0,0,0,750000,0,0,0,0,0,0,0,125000,625000,0,750000.0
413,15,Belgrade Avenue Bridge,engineering and construction work to ensure the belgrade ave bridge remains in a state of good repair,Public Works Department,New Project,Roslindale,3000000,0,0,0,0,0,0,0,400000,2600000,0,0,0,0,0,3000000.0
414,15,Sullivan Square Underpass,engineering and construction work to ensure the underpass at sullivan square remains in a state of good repair,Public Works Department,New Project,Charlestown,0,0,0,0,2000000,0,0,0,0,0,0,0,400000,1600000,0,2000000.0
415,15,Summer Street Bridge at Fort Point Channel,engineering and construction work to ensure the summer street bridge over fort point channel remains in a state of good repair,Public Works Department,New Project,South Boston,0,5000000,15000000,0,0,0,0,0,250000,19750000,0,0,0,0,0,20000000.0
416,15,Massachusetts Ave. / Huntington Ave. Bridge,engineering and construction work to ensure the overpass bridge at the intersection of mass ave and huntington ave remains in a state of good repair,Public Works Department,New Project,Fenway-Kenmore,2000000,0,0,0,0,0,0,0,600000,1400000,0,0,0,0,0,2000000.0
417,15,Shawmut Avenue Bridge,engineering and construction work to ensure the shawmut ave bridge remains in a state of good repair,Public Works Department,New Project,Multiple Neighborhoods,0,0,0,0,1100000,0,0,0,0,0,0,0,300000,800000,0,1100000.0
418,15,Nottingham Path,engineering and construction work to ensure the nottingham path remains in a state of good repair,Public Works Department,New Project,Allston/Brighton,1500000,0,0,0,0,0,0,0,150000,1350000,0,0,0,0,0,1500000.0
419,15,Wellington Hill Street Stairs,engineering and construction work to ensure the wellington hill street stairs remains in a state of good repair,Public Works Department,New Project,Mattapan,1000000,0,0,0,0,0,0,0,100000,900000,0,0,0,0,0,1000000.0
420,16,MLK Jr. Boulevard,design and reconstruct mlk jr blvd in roxbury to widen and improvement sidewalks add separated bike lanes and incorporate green infrastructure to this important roxbury transportation route,Boston Transportation Department,New Project,Roxbury,0,3800000,0,0,0,0,0,0,0,3800000,0,0,0,0,0,3800000.0
421,16,Tremont/Columbus Phases I & II,incorporate green infrastructure components to the states continuation of the center running bus lane on columbus avenue and construct traffic calming infrastructure on the streets adjacent to columbus avenue,Boston Transportation Department,New Project,Multiple Neighborhoods,0,3300000,0,0,0,0,0,0,250000,3050000,0,0,0,0,0,3300000.0
422,16,Thoreau Path / Canal Street,pedestrianization of canal street in the bulfinch triangle creating a walkable route from haymarket and government center to north station pedestrian improvements for the thoreau path and a bike lane between causeway street and commercial street,Boston Transportation Department,New Project,Downtown/Government Center,0,0,0,4785000,0,0,0,0,0,0,0,0,150000,4635000,0,4785000.0
423,16,Go Boston 2030 Update,update bostons go boston 2030 master plan to assess the achievements thus far and realign priorities for the next decade of planning work,Boston Transportation Department,New Project,Citywide,0,0,0,0,250000,0,0,0,0,0,0,0,200000,50000,300000,550000.0
424,16,Safety Surge,design engineering and construction work for significantly increased roadway safety infrastructure across the city focused on speed hump construction traffic signal work at intersections and raised crosswalks or other ada ramp work,Boston Transportation Department,New Project,Citywide,0,0,0,0,11720000,0,0,0,0,0,0,0,4000000,7720000,0,11720000.0
425,16,Replace Parking Meters,purchase new parking meters and upgrade existing multispace parking meters,Boston Transportation Department,New Project,Citywide,0,0,0,0,3500000,0,0,0,0,0,0,0,250000,3250000,0,3500000.0
426,16,E-bike Purchase,purchase and deploy eassist bicycles in the boston area bluebike bikeshare system,Boston Transportation Department,New Project,Citywide,0,0,0,0,1350000,0,0,0,0,0,0,0,1350000,0,0,1350000.0
427,16,Safe Streets for All,design and construct safety improvements at 8 specific intersections across the city in order to mitigate unsafe travel and improve pedestrian and active transportation safety,Boston Transportation Department,New Project,Multiple Neighborhoods,0,2500000,0,9000000,0,0,0,0,0,2500000,0,0,300000,8700000,0,11500000.0
428,16,Reconnecting Communities,conduct a feasibility study and initial design for a new park built on a deck over the i90 highway and mbta tracks between shawmut avenue and washington street,Boston Transportation Department,New Project,Chinatown,0,600000,0,0,1800000,0,0,0,200000,400000,0,0,300000,1500000,0,2400000.0
429,13,Strand Theater,study to assess capital needs at the strand theater,Public Facilities Department,To Be Scheduled,Dorchester,250000,0,0,0,0,0,0,0,100000,150000,0,0,0,0,0,250000.0
430,14,Hyde Park Health Center Study,programing and siting study for a hyde park area community health center,Public Facilities Department,To Be Scheduled,Hyde Park,0,0,2000000,0,0,0,0,0,0,2000000,0,0,0,0,0,2000000.0
431,3,HVAC Repairs at Various Schools,hvac repairs and upgrades at various schools,Boston Public Schools,New Project,Citywide,0,10000000,0,0,0,0,0,0,5000000,5000000,0,0,0,0,0,10000000.0
432,7,HVAC Repairs at Various Fire Stations,hvac repairs and upgrades at various fire stations,Public Facilities Department,Annual Program,Citywide,910000,0,0,0,0,0,0,0,250000,660000,0,0,0,0,0,910000.0
